business,trace,47,user47,malicious,attack 1,false positive
infrastructure,log,62,user62,regular,no attack,false positive
infrastructure,log,33,user33,regular,no attack,false positive
infrastructure,log,56,user56,malicious,attack 1,true positive
infrastructure,trace,16,user16,regular,no attack,false positive
infrastructure,log,23,user23,regular,no attack,false positive
infrastructure,log,91,user91,regular,no attack,false positive
infrastructure,trace,3,user3,regular,no attack,false positive
business,log,20,user20,regular,no attack,false positive
infrastructure,log,26,user26,malicious,attack 1,true positive
infrastructure,log,100,user100,regular,no attack,false positive
infrastructure,trace,67,user67,malicious,attack 1,false positive
business,trace,38,user38,regular,no attack,false positive
business,trace,71,user71,malicious,attack 1,false positive
infrastructure,trace,100,user100,regular,no attack,false positive
business,log,5,user5,regular,no attack,false positive
business,log,72,user72,malicious,attack 1,true positive
business,log,4,user4,regular,no attack,false positive
infrastructure,log,10,user10,regular,no attack,false positive
infrastructure,trace,71,user71,malicious,attack 1,false positive
business,log,79,user79,malicious,attack 2,false positive
business,log,63,user63,regular,no attack,false positive
business,log,70,user70,regular,no attack,false positive
business,trace,4,user4,regular,no attack,false positive
infrastructure,trace,30,user30,regular,no attack,false positive
infrastructure,log,65,user65,malicious,attack 2,false positive
infrastructure,log,74,user74,regular,no attack,false positive
infrastructure,log,21,user21,malicious,attack 1,true positive
business,log,15,user15,malicious,attack 1,true positive
infrastructure,log,43,user43,regular,no attack,false positive
business,log,58,user58,regular,no attack,false positive
business,trace,73,user73,regular,no attack,false positive
infrastructure,trace,56,user56,malicious,attack 1,false positive
infrastructure,log,37,user37,malicious,attack 2,false positive
infrastructure,log,77,user77,regular,no attack,false positive
business,trace,55,user55,regular,no attack,false positive
infrastructure,trace,16,user16,regular,no attack,false positive
business,trace,95,user95,regular,no attack,false positive
infrastructure,log,81,user81,regular,no attack,false positive
business,log,36,user36,regular,no attack,false positive
business,trace,45,user45,regular,no attack,false positive
infrastructure,log,48,user48,regular,no attack,false positive
business,trace,50,user50,regular,no attack,false positive
business,log,72,user72,malicious,attack 1,true positive
business,log,37,user37,malicious,attack 2,false positive
business,log,75,user75,regular,no attack,false positive
business,log,57,user57,regular,no attack,false positive
business,log,56,user56,malicious,attack 2,false positive
infrastructure,trace,40,user40,malicious,attack 1,false positive
business,log,4,user4,regular,no attack,false positive
business,trace,1,user1,malicious,attack 2,true positive
business,log,82,user82,regular,no attack,false positive
business,log,95,user95,regular,no attack,false positive
infrastructure,trace,71,user71,malicious,attack 2,true positive
infrastructure,log,56,user56,malicious,attack 1,true positive
business,log,39,user39,malicious,attack 2,false positive
business,trace,60,user60,regular,no attack,false positive
infrastructure,trace,82,user82,regular,no attack,false positive
business,trace,91,user91,regular,no attack,false positive
infrastructure,log,45,user45,regular,no attack,false positive
business,trace,88,user88,regular,no attack,false positive
infrastructure,trace,58,user58,regular,no attack,false positive
infrastructure,trace,47,user47,malicious,attack 2,true positive
business,log,100,user100,regular,no attack,false positive
business,log,10,user10,regular,no attack,false positive
business,log,42,user42,malicious,attack 2,false positive
business,log,57,user57,regular,no attack,false positive
business,log,96,user96,regular,no attack,false positive
infrastructure,log,92,user92,malicious,attack 1,true positive
infrastructure,trace,23,user23,regular,no attack,false positive
business,trace,14,user14,malicious,attack 2,true positive
infrastructure,log,70,user70,regular,no attack,false positive
business,log,87,user87,regular,no attack,false positive
business,log,3,user3,regular,no attack,false positive
business,log,24,user24,malicious,attack 1,true positive
business,trace,5,user5,regular,no attack,false positive
infrastructure,trace,61,user61,regular,no attack,false positive
infrastructure,trace,17,user17,malicious,attack 2,true positive
infrastructure,trace,90,user90,regular,no attack,false positive
business,log,43,user43,regular,no attack,false positive
business,log,26,user26,malicious,attack 2,false positive
infrastructure,trace,40,user40,malicious,attack 1,false positive
business,trace,9,user9,malicious,attack 1,false positive
business,trace,86,user86,malicious,attack 2,true positive
business,trace,13,user13,regular,no attack,false positive
business,trace,57,user57,regular,no attack,false positive
infrastructure,trace,9,user9,malicious,attack 2,true positive
infrastructure,trace,22,user22,regular,no attack,false positive
infrastructure,trace,52,user52,malicious,attack 1,false positive
infrastructure,log,1,user1,malicious,attack 2,false positive
infrastructure,trace,40,user40,malicious,attack 2,true positive
infrastructure,log,80,user80,regular,no attack,false positive
infrastructure,log,28,user28,malicious,attack 1,true positive
business,trace,74,user74,regular,no attack,false positive
business,log,91,user91,regular,no attack,false positive
business,log,41,user41,malicious,attack 1,true positive
infrastructure,trace,53,user53,malicious,attack 1,false positive
infrastructure,log,84,user84,regular,no attack,false positive
business,log,16,user16,regular,no attack,false positive
infrastructure,log,26,user26,malicious,attack 1,true positive
