infrastructure,log,747,user747,regular,no attack,false positive
infrastructure,trace,996,user996,malicious,attack 2,true positive
infrastructure,log,392,user392,malicious,attack 1,true positive
infrastructure,log,753,user753,regular,no attack,false positive
infrastructure,trace,843,user843,regular,no attack,false positive
infrastructure,trace,865,user865,regular,no attack,false positive
infrastructure,log,153,user153,regular,no attack,false positive
infrastructure,log,369,user369,malicious,attack 2,false positive
infrastructure,trace,860,user860,malicious,attack 2,true positive
infrastructure,log,657,user657,malicious,attack 2,false positive
business,log,834,user834,regular,no attack,false positive
business,log,438,user438,regular,no attack,false positive
infrastructure,trace,800,user800,regular,no attack,false positive
business,log,637,user637,regular,no attack,false positive
business,log,961,user961,malicious,attack 1,true positive
infrastructure,trace,373,user373,malicious,attack 2,true positive
infrastructure,log,441,user441,regular,no attack,false positive
infrastructure,log,141,user141,malicious,attack 1,true positive
business,log,615,user615,malicious,attack 1,true positive
business,log,893,user893,regular,no attack,false positive
business,log,370,user370,regular,no attack,false positive
business,log,968,user968,malicious,attack 1,true positive
infrastructure,log,659,user659,regular,no attack,false positive
business,log,515,user515,malicious,attack 1,true positive
infrastructure,log,66,user66,regular,no attack,false positive
infrastructure,trace,476,user476,regular,no attack,false positive
infrastructure,log,270,user270,malicious,attack 2,false positive
business,trace,48,user48,malicious,attack 2,true positive
business,trace,72,user72,regular,no attack,false positive
business,log,106,user106,regular,no attack,false positive
infrastructure,trace,533,user533,regular,no attack,false positive
infrastructure,log,944,user944,malicious,attack 1,true positive
business,trace,175,user175,malicious,attack 1,false positive
infrastructure,trace,342,user342,regular,no attack,false positive
business,trace,524,user524,malicious,attack 2,true positive
business,log,220,user220,malicious,attack 1,true positive
infrastructure,log,121,user121,regular,no attack,false positive
business,trace,565,user565,regular,no attack,false positive
business,log,244,user244,regular,no attack,false positive
infrastructure,trace,895,user895,malicious,attack 1,false positive
business,trace,105,user105,malicious,attack 2,true positive
business,trace,597,user597,regular,no attack,false positive
business,log,988,user988,malicious,attack 2,false positive
business,log,956,user956,malicious,attack 2,false positive
infrastructure,log,559,user559,malicious,attack 1,true positive
infrastructure,trace,373,user373,malicious,attack 2,true positive
infrastructure,trace,439,user439,malicious,attack 1,false positive
infrastructure,log,281,user281,regular,no attack,false positive
business,log,220,user220,malicious,attack 1,true positive
business,log,318,user318,malicious,attack 1,true positive
business,log,740,user740,malicious,attack 1,true positive
business,log,870,user870,malicious,attack 1,true positive
business,log,438,user438,regular,no attack,false positive
business,log,956,user956,malicious,attack 1,true positive
infrastructure,log,725,user725,regular,no attack,false positive
business,trace,708,user708,regular,no attack,false positive
infrastructure,log,28,user28,regular,no attack,false positive
infrastructure,trace,18,user18,malicious,attack 2,true positive
business,log,140,user140,malicious,attack 2,false positive
business,trace,515,user515,malicious,attack 2,true positive
business,log,131,user131,malicious,attack 2,false positive
infrastructure,log,932,user932,malicious,attack 1,true positive
infrastructure,log,459,user459,malicious,attack 2,false positive
business,log,419,user419,regular,no attack,false positive
infrastructure,trace,456,user456,malicious,attack 1,false positive
business,trace,154,user154,malicious,attack 2,true positive
business,trace,394,user394,malicious,attack 2,true positive
business,log,381,user381,regular,no attack,false positive
business,log,135,user135,regular,no attack,false positive
infrastructure,log,5,user5,regular,no attack,false positive
infrastructure,trace,876,user876,regular,no attack,false positive
business,log,245,user245,malicious,attack 1,true positive
business,trace,162,user162,malicious,attack 1,false positive
business,trace,820,user820,regular,no attack,false positive
infrastructure,trace,21,user21,malicious,attack 2,true positive
business,log,497,user497,regular,no attack,false positive
business,trace,54,user54,malicious,attack 2,true positive
business,log,650,user650,malicious,attack 2,false positive
business,trace,312,user312,regular,no attack,false positive
infrastructure,log,949,user949,malicious,attack 1,true positive
business,trace,137,user137,malicious,attack 1,false positive
infrastructure,trace,13,user13,regular,no attack,false positive
infrastructure,log,25,user25,regular,no attack,false positive
business,trace,478,user478,malicious,attack 1,false positive
infrastructure,log,356,user356,malicious,attack 1,true positive
business,log,688,user688,malicious,attack 1,true positive
infrastructure,log,911,user911,malicious,attack 1,true positive
infrastructure,trace,164,user164,malicious,attack 2,true positive
infrastructure,log,372,user372,malicious,attack 2,false positive
infrastructure,trace,103,user103,malicious,attack 2,true positive
infrastructure,log,983,user983,regular,no attack,false positive
infrastructure,trace,679,user679,regular,no attack,false positive
business,log,964,user964,malicious,attack 2,false positive
infrastructure,trace,922,user922,malicious,attack 2,true positive
infrastructure,trace,668,user668,malicious,attack 1,false positive
business,trace,765,user765,malicious,attack 1,false positive
infrastructure,log,135,user135,regular,no attack,false positive
business,log,349,user349,malicious,attack 1,true positive
business,log,206,user206,regular,no attack,false positive
business,log,889,user889,malicious,attack 2,false positive
infrastructure,log,462,user462,regular,no attack,false positive
business,log,875,user875,malicious,attack 2,false positive
business,trace,485,user485,malicious,attack 2,true positive
infrastructure,log,598,user598,malicious,attack 1,true positive
business,log,524,user524,malicious,attack 1,true positive
business,log,438,user438,regular,no attack,false positive
business,trace,231,user231,regular,no attack,false positive
infrastructure,log,610,user610,regular,no attack,false positive
infrastructure,log,290,user290,regular,no attack,false positive
business,trace,52,user52,malicious,attack 2,true positive
business,trace,103,user103,malicious,attack 2,true positive
business,trace,115,user115,malicious,attack 1,false positive
business,log,213,user213,regular,no attack,false positive
business,trace,896,user896,regular,no attack,false positive
infrastructure,trace,875,user875,malicious,attack 1,false positive
business,trace,749,user749,regular,no attack,false positive
infrastructure,log,739,user739,regular,no attack,false positive
business,trace,907,user907,regular,no attack,false positive
infrastructure,trace,953,user953,regular,no attack,false positive
business,trace,607,user607,regular,no attack,false positive
business,trace,584,user584,regular,no attack,false positive
business,log,677,user677,malicious,attack 1,true positive
business,trace,17,user17,malicious,attack 1,false positive
infrastructure,log,582,user582,regular,no attack,false positive
infrastructure,trace,110,user110,malicious,attack 2,true positive
infrastructure,log,960,user960,malicious,attack 2,false positive
infrastructure,log,657,user657,malicious,attack 1,true positive
business,log,973,user973,regular,no attack,false positive
infrastructure,trace,64,user64,regular,no attack,false positive
infrastructure,trace,461,user461,malicious,attack 1,false positive
business,trace,270,user270,malicious,attack 1,false positive
infrastructure,log,199,user199,malicious,attack 2,false positive
infrastructure,trace,903,user903,malicious,attack 1,false positive
infrastructure,trace,699,user699,malicious,attack 2,true positive
business,trace,41,user41,malicious,attack 1,false positive
infrastructure,trace,748,user748,regular,no attack,false positive
business,trace,102,user102,regular,no attack,false positive
infrastructure,log,974,user974,malicious,attack 1,true positive
infrastructure,log,918,user918,regular,no attack,false positive
business,trace,432,user432,malicious,attack 1,false positive
business,log,365,user365,regular,no attack,false positive
business,trace,62,user62,malicious,attack 2,true positive
business,trace,742,user742,regular,no attack,false positive
infrastructure,log,307,user307,regular,no attack,false positive
infrastructure,trace,622,user622,regular,no attack,false positive
infrastructure,log,284,user284,regular,no attack,false positive
business,log,760,user760,regular,no attack,false positive
infrastructure,trace,369,user369,malicious,attack 1,false positive
business,log,696,user696,malicious,attack 2,false positive
infrastructure,trace,687,user687,regular,no attack,false positive
infrastructure,trace,993,user993,regular,no attack,false positive
business,trace,453,user453,malicious,attack 2,true positive
business,trace,540,user540,regular,no attack,false positive
infrastructure,log,706,user706,regular,no attack,false positive
business,trace,338,user338,regular,no attack,false positive
infrastructure,log,197,user197,regular,no attack,false positive
business,log,33,user33,malicious,attack 1,true positive
business,log,744,user744,malicious,attack 1,true positive
business,trace,553,user553,regular,no attack,false positive
business,log,320,user320,malicious,attack 1,true positive
business,log,466,user466,regular,no attack,false positive
business,trace,891,user891,malicious,attack 2,true positive
business,log,743,user743,malicious,attack 1,true positive
infrastructure,log,270,user270,malicious,attack 1,true positive
business,log,173,user173,regular,no attack,false positive
business,trace,942,user942,regular,no attack,false positive
infrastructure,log,372,user372,malicious,attack 1,true positive
business,log,59,user59,regular,no attack,false positive
infrastructure,log,845,user845,malicious,attack 1,true positive
infrastructure,trace,561,user561,malicious,attack 2,true positive
infrastructure,trace,246,user246,regular,no attack,false positive
business,log,723,user723,malicious,attack 1,true positive
business,log,321,user321,regular,no attack,false positive
infrastructure,log,284,user284,regular,no attack,false positive
infrastructure,log,759,user759,malicious,attack 2,false positive
infrastructure,trace,665,user665,malicious,attack 2,true positive
business,trace,281,user281,regular,no attack,false positive
infrastructure,log,623,user623,malicious,attack 1,true positive
infrastructure,trace,665,user665,malicious,attack 2,true positive
infrastructure,log,356,user356,malicious,attack 1,true positive
business,log,706,user706,regular,no attack,false positive
infrastructure,trace,793,user793,malicious,attack 2,true positive
infrastructure,log,546,user546,malicious,attack 2,false positive
infrastructure,trace,529,user529,regular,no attack,false positive
infrastructure,trace,175,user175,malicious,attack 2,true positive
infrastructure,log,90,user90,malicious,attack 2,false positive
business,trace,272,user272,malicious,attack 2,true positive
infrastructure,log,955,user955,regular,no attack,false positive
infrastructure,log,699,user699,malicious,attack 1,true positive
infrastructure,log,419,user419,regular,no attack,false positive
infrastructure,log,278,user278,regular,no attack,false positive
business,trace,304,user304,regular,no attack,false positive
infrastructure,log,207,user207,malicious,attack 2,false positive
infrastructure,trace,375,user375,regular,no attack,false positive
infrastructure,trace,639,user639,malicious,attack 2,true positive
infrastructure,trace,910,user910,malicious,attack 1,false positive
infrastructure,log,562,user562,malicious,attack 1,true positive
business,log,486,user486,malicious,attack 2,false positive
business,log,291,user291,regular,no attack,false positive
infrastructure,trace,86,user86,regular,no attack,false positive
infrastructure,trace,976,user976,regular,no attack,false positive
infrastructure,trace,173,user173,regular,no attack,false positive
business,log,538,user538,regular,no attack,false positive
infrastructure,trace,591,user591,malicious,attack 2,true positive
business,trace,773,user773,malicious,attack 2,true positive
business,trace,420,user420,malicious,attack 1,false positive
infrastructure,trace,748,user748,regular,no attack,false positive
infrastructure,trace,875,user875,malicious,attack 1,false positive
business,log,671,user671,malicious,attack 1,true positive
infrastructure,log,691,user691,regular,no attack,false positive
infrastructure,log,239,user239,regular,no attack,false positive
infrastructure,trace,415,user415,malicious,attack 2,true positive
infrastructure,trace,963,user963,regular,no attack,false positive
business,trace,84,user84,malicious,attack 2,true positive
infrastructure,log,667,user667,malicious,attack 1,true positive
infrastructure,trace,730,user730,regular,no attack,false positive
infrastructure,log,890,user890,malicious,attack 2,false positive
infrastructure,log,157,user157,regular,no attack,false positive
business,trace,371,user371,regular,no attack,false positive
infrastructure,log,589,user589,regular,no attack,false positive
infrastructure,trace,81,user81,regular,no attack,false positive
infrastructure,log,979,user979,malicious,attack 1,true positive
infrastructure,log,307,user307,regular,no attack,false positive
infrastructure,log,456,user456,malicious,attack 1,true positive
infrastructure,trace,976,user976,regular,no attack,false positive
infrastructure,trace,213,user213,regular,no attack,false positive
business,trace,39,user39,regular,no attack,false positive
business,log,840,user840,regular,no attack,false positive
business,log,119,user119,regular,no attack,false positive
infrastructure,log,716,user716,malicious,attack 1,true positive
business,trace,705,user705,regular,no attack,false positive
infrastructure,trace,947,user947,malicious,attack 1,false positive
business,log,10,user10,regular,no attack,false positive
infrastructure,trace,939,user939,regular,no attack,false positive
business,log,593,user593,malicious,attack 2,false positive
business,log,903,user903,malicious,attack 1,true positive
business,log,321,user321,regular,no attack,false positive
infrastructure,log,918,user918,regular,no attack,false positive
infrastructure,trace,242,user242,malicious,attack 2,true positive
infrastructure,trace,628,user628,malicious,attack 1,false positive
infrastructure,log,455,user455,regular,no attack,false positive
business,trace,768,user768,regular,no attack,false positive
business,trace,394,user394,malicious,attack 2,true positive
infrastructure,trace,210,user210,malicious,attack 2,true positive
infrastructure,trace,629,user629,malicious,attack 2,true positive
infrastructure,trace,418,user418,regular,no attack,false positive
infrastructure,log,724,user724,regular,no attack,false positive
business,trace,628,user628,malicious,attack 1,false positive
infrastructure,trace,122,user122,regular,no attack,false positive
business,log,786,user786,malicious,attack 2,false positive
business,trace,411,user411,malicious,attack 2,true positive
infrastructure,log,705,user705,regular,no attack,false positive
infrastructure,log,590,user590,regular,no attack,false positive
business,trace,245,user245,malicious,attack 2,true positive
infrastructure,log,595,user595,regular,no attack,false positive
business,trace,529,user529,regular,no attack,false positive
business,log,831,user831,malicious,attack 2,false positive
business,log,753,user753,regular,no attack,false positive
