infrastructure,log,77,user77,malicious,attack 1,true positive
infrastructure,trace,48,user48,malicious,attack 1,false positive
infrastructure,log,79,user79,malicious,attack 2,false positive
infrastructure,log,43,user43,regular,no attack,false positive
business,trace,18,user18,malicious,attack 2,true positive
infrastructure,trace,83,user83,malicious,attack 1,false positive
business,trace,4,user4,malicious,attack 1,false positive
business,trace,61,user61,malicious,attack 2,true positive
business,log,92,user92,regular,no attack,false positive
business,log,32,user32,malicious,attack 2,false positive
infrastructure,trace,64,user64,malicious,attack 2,true positive
business,log,26,user26,malicious,attack 1,true positive
infrastructure,log,76,user76,regular,no attack,false positive
business,log,70,user70,malicious,attack 2,false positive
business,log,97,user97,malicious,attack 2,false positive
business,trace,79,user79,malicious,attack 2,true positive
business,log,80,user80,malicious,attack 1,true positive
infrastructure,trace,28,user28,regular,no attack,false positive
infrastructure,log,78,user78,malicious,attack 2,false positive
infrastructure,trace,71,user71,malicious,attack 2,true positive
infrastructure,trace,9,user9,regular,no attack,false positive
infrastructure,log,2,user2,malicious,attack 2,false positive
business,log,48,user48,malicious,attack 2,false positive
infrastructure,log,64,user64,malicious,attack 2,false positive
infrastructure,log,48,user48,malicious,attack 1,true positive
infrastructure,trace,10,user10,regular,no attack,false positive
business,log,78,user78,malicious,attack 2,false positive
business,trace,14,user14,malicious,attack 1,false positive
business,log,40,user40,malicious,attack 1,true positive
business,log,65,user65,regular,no attack,false positive
infrastructure,log,75,user75,malicious,attack 2,false positive
business,trace,32,user32,malicious,attack 1,false positive
infrastructure,log,9,user9,regular,no attack,false positive
infrastructure,trace,47,user47,regular,no attack,false positive
business,log,18,user18,malicious,attack 2,false positive
business,log,39,user39,malicious,attack 1,true positive
infrastructure,log,68,user68,malicious,attack 2,false positive
business,log,67,user67,malicious,attack 2,false positive
infrastructure,log,42,user42,malicious,attack 2,false positive
business,log,93,user93,malicious,attack 1,true positive
infrastructure,trace,90,user90,malicious,attack 1,false positive
infrastructure,trace,6,user6,malicious,attack 2,true positive
business,log,57,user57,malicious,attack 1,true positive
infrastructure,log,78,user78,malicious,attack 1,true positive
infrastructure,trace,91,user91,regular,no attack,false positive
business,trace,92,user92,regular,no attack,false positive
infrastructure,log,14,user14,malicious,attack 1,true positive
infrastructure,log,7,user7,malicious,attack 1,true positive
infrastructure,trace,81,user81,malicious,attack 1,false positive
business,trace,1,user1,regular,no attack,false positive
infrastructure,trace,2,user2,malicious,attack 2,true positive
infrastructure,log,16,user16,malicious,attack 2,false positive
infrastructure,trace,85,user85,malicious,attack 1,false positive
business,trace,33,user33,regular,no attack,false positive
business,trace,100,user100,malicious,attack 1,false positive
infrastructure,log,62,user62,malicious,attack 1,true positive
business,trace,100,user100,malicious,attack 2,true positive
infrastructure,log,53,user53,malicious,attack 1,true positive
infrastructure,trace,7,user7,malicious,attack 2,true positive
business,trace,13,user13,malicious,attack 2,true positive
business,trace,88,user88,malicious,attack 1,false positive
infrastructure,log,90,user90,malicious,attack 2,false positive
infrastructure,log,87,user87,malicious,attack 1,true positive
infrastructure,log,19,user19,malicious,attack 2,false positive
business,log,12,user12,malicious,attack 2,false positive
business,log,38,user38,malicious,attack 1,true positive
infrastructure,log,80,user80,malicious,attack 1,true positive
business,log,34,user34,malicious,attack 2,false positive
business,log,55,user55,malicious,attack 1,true positive
business,log,56,user56,malicious,attack 2,false positive
infrastructure,trace,28,user28,regular,no attack,false positive
business,trace,28,user28,regular,no attack,false positive
infrastructure,trace,36,user36,malicious,attack 2,true positive
infrastructure,log,60,user60,regular,no attack,false positive
infrastructure,log,19,user19,malicious,attack 1,true positive
business,log,15,user15,malicious,attack 2,false positive
business,log,67,user67,malicious,attack 1,true positive
business,trace,17,user17,malicious,attack 1,false positive
infrastructure,log,88,user88,malicious,attack 1,true positive
infrastructure,log,46,user46,regular,no attack,false positive
infrastructure,log,39,user39,malicious,attack 1,true positive
infrastructure,trace,27,user27,malicious,attack 1,false positive
infrastructure,trace,66,user66,malicious,attack 1,false positive
business,log,80,user80,malicious,attack 2,false positive
business,log,15,user15,malicious,attack 2,false positive
business,log,82,user82,malicious,attack 1,true positive
business,log,6,user6,malicious,attack 1,true positive
infrastructure,log,65,user65,regular,no attack,false positive
infrastructure,log,51,user51,malicious,attack 2,false positive
infrastructure,trace,64,user64,malicious,attack 2,true positive
business,trace,93,user93,malicious,attack 2,true positive
business,trace,52,user52,malicious,attack 2,true positive
business,trace,47,user47,regular,no attack,false positive
business,trace,20,user20,regular,no attack,false positive
business,trace,18,user18,malicious,attack 2,true positive
infrastructure,log,39,user39,malicious,attack 1,true positive
business,log,28,user28,regular,no attack,false positive
business,trace,23,user23,malicious,attack 2,true positive
business,log,69,user69,malicious,attack 2,false positive
business,log,6,user6,malicious,attack 2,false positive
