business,trace,9059,user9059,malicious,attack 1,false positive
business,log,2260,user2260,regular,no attack,false positive
infrastructure,trace,8447,user8447,regular,no attack,false positive
infrastructure,log,2966,user2966,malicious,attack 2,false positive
infrastructure,log,8888,user8888,regular,no attack,false positive
infrastructure,log,3616,user3616,regular,no attack,false positive
infrastructure,log,7457,user7457,regular,no attack,false positive
infrastructure,log,7013,user7013,regular,no attack,false positive
business,log,1671,user1671,regular,no attack,false positive
business,log,5859,user5859,malicious,attack 2,false positive
business,log,6070,user6070,regular,no attack,false positive
infrastructure,log,6696,user6696,regular,no attack,false positive
business,log,4303,user4303,malicious,attack 2,false positive
business,trace,4535,user4535,regular,no attack,false positive
infrastructure,log,951,user951,regular,no attack,false positive
business,log,9535,user9535,regular,no attack,false positive
infrastructure,log,4918,user4918,regular,no attack,false positive
business,log,2398,user2398,regular,no attack,false positive
infrastructure,trace,7886,user7886,regular,no attack,false positive
infrastructure,log,4041,user4041,regular,no attack,false positive
business,log,7108,user7108,regular,no attack,false positive
business,log,9986,user9986,regular,no attack,false positive
infrastructure,trace,2411,user2411,regular,no attack,false positive
infrastructure,log,3290,user3290,regular,no attack,false positive
business,log,461,user461,regular,no attack,false positive
business,trace,1669,user1669,malicious,attack 1,false positive
infrastructure,trace,1464,user1464,regular,no attack,false positive
infrastructure,log,7689,user7689,malicious,attack 1,true positive
business,trace,1779,user1779,regular,no attack,false positive
infrastructure,log,4584,user4584,regular,no attack,false positive
infrastructure,log,7018,user7018,regular,no attack,false positive
infrastructure,log,9209,user9209,regular,no attack,false positive
business,trace,1370,user1370,regular,no attack,false positive
infrastructure,trace,7456,user7456,regular,no attack,false positive
business,log,4317,user4317,malicious,attack 1,true positive
business,trace,3290,user3290,regular,no attack,false positive
business,log,6653,user6653,regular,no attack,false positive
business,trace,7862,user7862,malicious,attack 2,true positive
infrastructure,trace,1226,user1226,malicious,attack 1,false positive
business,trace,9860,user9860,regular,no attack,false positive
infrastructure,trace,5062,user5062,regular,no attack,false positive
business,log,2430,user2430,regular,no attack,false positive
business,log,6960,user6960,regular,no attack,false positive
infrastructure,trace,2621,user2621,regular,no attack,false positive
infrastructure,log,6416,user6416,regular,no attack,false positive
infrastructure,trace,4592,user4592,regular,no attack,false positive
business,trace,8387,user8387,malicious,attack 2,true positive
business,trace,6268,user6268,regular,no attack,false positive
infrastructure,trace,9958,user9958,regular,no attack,false positive
business,log,5870,user5870,regular,no attack,false positive
infrastructure,log,2778,user2778,regular,no attack,false positive
infrastructure,trace,593,user593,regular,no attack,false positive
business,trace,7186,user7186,regular,no attack,false positive
infrastructure,log,235,user235,regular,no attack,false positive
business,trace,9724,user9724,regular,no attack,false positive
infrastructure,log,2334,user2334,malicious,attack 2,false positive
business,log,8115,user8115,regular,no attack,false positive
business,log,2403,user2403,regular,no attack,false positive
business,trace,2143,user2143,regular,no attack,false positive
infrastructure,trace,4957,user4957,regular,no attack,false positive
business,trace,9473,user9473,regular,no attack,false positive
infrastructure,trace,1177,user1177,regular,no attack,false positive
infrastructure,log,251,user251,regular,no attack,false positive
business,trace,8563,user8563,malicious,attack 2,true positive
business,log,1961,user1961,regular,no attack,false positive
infrastructure,log,5801,user5801,malicious,attack 2,false positive
infrastructure,log,2480,user2480,regular,no attack,false positive
infrastructure,log,290,user290,regular,no attack,false positive
infrastructure,log,1182,user1182,regular,no attack,false positive
business,log,6243,user6243,regular,no attack,false positive
infrastructure,log,5226,user5226,regular,no attack,false positive
business,trace,2321,user2321,regular,no attack,false positive
business,trace,2165,user2165,regular,no attack,false positive
infrastructure,trace,3309,user3309,regular,no attack,false positive
infrastructure,trace,2378,user2378,regular,no attack,false positive
infrastructure,log,2650,user2650,regular,no attack,false positive
business,log,6074,user6074,malicious,attack 1,true positive
infrastructure,trace,9328,user9328,malicious,attack 2,true positive
business,trace,5776,user5776,regular,no attack,false positive
infrastructure,trace,7872,user7872,regular,no attack,false positive
infrastructure,trace,1112,user1112,regular,no attack,false positive
infrastructure,log,2861,user2861,malicious,attack 2,false positive
infrastructure,trace,9014,user9014,regular,no attack,false positive
infrastructure,trace,3772,user3772,regular,no attack,false positive
infrastructure,log,5723,user5723,malicious,attack 2,false positive
business,trace,1106,user1106,regular,no attack,false positive
business,log,941,user941,malicious,attack 1,true positive
business,log,7434,user7434,regular,no attack,false positive
business,log,4913,user4913,regular,no attack,false positive
infrastructure,log,9453,user9453,regular,no attack,false positive
infrastructure,trace,8874,user8874,regular,no attack,false positive
business,log,4299,user4299,regular,no attack,false positive
infrastructure,trace,6368,user6368,malicious,attack 2,true positive
infrastructure,trace,3248,user3248,regular,no attack,false positive
business,trace,4596,user4596,regular,no attack,false positive
infrastructure,trace,2191,user2191,regular,no attack,false positive
business,trace,1263,user1263,regular,no attack,false positive
infrastructure,log,2724,user2724,regular,no attack,false positive
business,trace,6084,user6084,regular,no attack,false positive
business,log,9993,user9993,regular,no attack,false positive
business,log,5258,user5258,malicious,attack 2,false positive
infrastructure,log,6112,user6112,regular,no attack,false positive
business,trace,8129,user8129,regular,no attack,false positive
business,log,3973,user3973,regular,no attack,false positive
infrastructure,trace,4923,user4923,malicious,attack 2,true positive
business,trace,4180,user4180,malicious,attack 1,false positive
infrastructure,log,373,user373,regular,no attack,false positive
infrastructure,trace,3343,user3343,regular,no attack,false positive
business,log,5581,user5581,regular,no attack,false positive
business,log,494,user494,regular,no attack,false positive
business,log,7486,user7486,malicious,attack 1,true positive
business,log,1127,user1127,regular,no attack,false positive
infrastructure,trace,7706,user7706,regular,no attack,false positive
business,trace,6795,user6795,regular,no attack,false positive
business,trace,8239,user8239,regular,no attack,false positive
business,log,1980,user1980,regular,no attack,false positive
business,log,583,user583,malicious,attack 1,true positive
business,trace,8741,user8741,regular,no attack,false positive
infrastructure,log,2787,user2787,regular,no attack,false positive
business,log,1523,user1523,regular,no attack,false positive
business,trace,8266,user8266,regular,no attack,false positive
infrastructure,trace,7705,user7705,regular,no attack,false positive
business,log,893,user893,malicious,attack 1,true positive
business,trace,5315,user5315,malicious,attack 1,false positive
infrastructure,log,7551,user7551,regular,no attack,false positive
business,trace,3673,user3673,regular,no attack,false positive
business,trace,5700,user5700,regular,no attack,false positive
infrastructure,trace,4674,user4674,malicious,attack 1,false positive
infrastructure,log,8727,user8727,malicious,attack 2,false positive
business,log,6100,user6100,regular,no attack,false positive
infrastructure,log,6961,user6961,regular,no attack,false positive
infrastructure,trace,6033,user6033,regular,no attack,false positive
infrastructure,log,7735,user7735,malicious,attack 1,true positive
infrastructure,log,5016,user5016,regular,no attack,false positive
infrastructure,trace,8793,user8793,malicious,attack 1,false positive
business,trace,3062,user3062,regular,no attack,false positive
business,trace,6044,user6044,malicious,attack 1,false positive
business,log,2356,user2356,regular,no attack,false positive
infrastructure,trace,9091,user9091,malicious,attack 1,false positive
business,log,506,user506,malicious,attack 2,false positive
business,trace,7258,user7258,regular,no attack,false positive
infrastructure,trace,6335,user6335,regular,no attack,false positive
business,log,5130,user5130,regular,no attack,false positive
business,log,3636,user3636,regular,no attack,false positive
infrastructure,trace,3888,user3888,regular,no attack,false positive
infrastructure,trace,5709,user5709,regular,no attack,false positive
business,trace,7826,user7826,regular,no attack,false positive
business,log,6216,user6216,regular,no attack,false positive
business,trace,3817,user3817,regular,no attack,false positive
infrastructure,log,3916,user3916,regular,no attack,false positive
business,log,6401,user6401,regular,no attack,false positive
infrastructure,trace,1833,user1833,regular,no attack,false positive
business,log,3576,user3576,regular,no attack,false positive
infrastructure,log,8044,user8044,regular,no attack,false positive
business,log,9376,user9376,regular,no attack,false positive
business,trace,9452,user9452,regular,no attack,false positive
business,log,1212,user1212,regular,no attack,false positive
business,trace,5817,user5817,malicious,attack 1,false positive
business,log,1970,user1970,regular,no attack,false positive
business,trace,178,user178,regular,no attack,false positive
infrastructure,trace,3470,user3470,malicious,attack 1,false positive
infrastructure,log,4993,user4993,regular,no attack,false positive
business,trace,5581,user5581,regular,no attack,false positive
business,log,7158,user7158,regular,no attack,false positive
business,log,5406,user5406,regular,no attack,false positive
infrastructure,log,5115,user5115,malicious,attack 2,false positive
business,trace,1492,user1492,regular,no attack,false positive
business,log,3666,user3666,regular,no attack,false positive
business,log,7263,user7263,regular,no attack,false positive
infrastructure,trace,9926,user9926,regular,no attack,false positive
infrastructure,trace,3665,user3665,regular,no attack,false positive
infrastructure,trace,7462,user7462,regular,no attack,false positive
infrastructure,trace,8536,user8536,regular,no attack,false positive
infrastructure,log,7775,user7775,regular,no attack,false positive
infrastructure,log,4243,user4243,regular,no attack,false positive
business,trace,1817,user1817,regular,no attack,false positive
infrastructure,log,4693,user4693,malicious,attack 2,false positive
infrastructure,trace,2144,user2144,regular,no attack,false positive
business,log,9657,user9657,malicious,attack 1,true positive
infrastructure,log,9077,user9077,regular,no attack,false positive
business,trace,7794,user7794,malicious,attack 2,true positive
business,log,1109,user1109,regular,no attack,false positive
business,log,6621,user6621,malicious,attack 2,false positive
business,trace,6935,user6935,regular,no attack,false positive
infrastructure,log,9947,user9947,malicious,attack 1,true positive
business,log,3973,user3973,regular,no attack,false positive
infrastructure,log,485,user485,regular,no attack,false positive
business,log,7127,user7127,regular,no attack,false positive
infrastructure,log,8137,user8137,regular,no attack,false positive
business,log,5335,user5335,malicious,attack 1,true positive
business,log,4588,user4588,regular,no attack,false positive
infrastructure,log,8890,user8890,regular,no attack,false positive
business,log,5514,user5514,regular,no attack,false positive
business,log,3616,user3616,regular,no attack,false positive
business,trace,6086,user6086,regular,no attack,false positive
business,trace,390,user390,malicious,attack 2,true positive
business,trace,4153,user4153,regular,no attack,false positive
business,log,9695,user9695,regular,no attack,false positive
