infrastructure,metric,4680,user4680,regular,no attack,false positive
infrastructure,log,4680,user4680,regular,no attack,false positive
infrastructure,trace,4680,user4680,regular,no attack,false positive
infrastructure,metric,5632,user5632,malicious,attack 1,false positive
infrastructure,log,5632,user5632,malicious,attack 1,true positive
infrastructure,trace,5632,user5632,malicious,attack 1,false positive
business,metric,5538,user5538,malicious,attack 1,false positive
business,log,5538,user5538,malicious,attack 1,true positive
business,trace,5538,user5538,malicious,attack 1,false positive
infrastructure,metric,6671,user6671,regular,no attack,false positive
infrastructure,log,6671,user6671,regular,no attack,false positive
infrastructure,trace,6671,user6671,regular,no attack,false positive
infrastructure,metric,5098,user5098,regular,no attack,false positive
infrastructure,log,5098,user5098,regular,no attack,false positive
infrastructure,trace,5098,user5098,regular,no attack,false positive
infrastructure,metric,5552,user5552,regular,no attack,false positive
infrastructure,log,5552,user5552,regular,no attack,false positive
infrastructure,trace,5552,user5552,regular,no attack,false positive
infrastructure,metric,7405,user7405,regular,no attack,false positive
infrastructure,log,7405,user7405,regular,no attack,false positive
infrastructure,trace,7405,user7405,regular,no attack,false positive
infrastructure,metric,2177,user2177,regular,no attack,false positive
infrastructure,log,2177,user2177,regular,no attack,false positive
infrastructure,trace,2177,user2177,regular,no attack,false positive
infrastructure,metric,4027,user4027,regular,no attack,false positive
infrastructure,log,4027,user4027,regular,no attack,false positive
infrastructure,trace,4027,user4027,regular,no attack,false positive
business,metric,3423,user3423,regular,no attack,false positive
business,log,3423,user3423,regular,no attack,false positive
business,trace,3423,user3423,regular,no attack,false positive
business,metric,6208,user6208,regular,no attack,false positive
business,log,6208,user6208,regular,no attack,false positive
business,trace,6208,user6208,regular,no attack,false positive
infrastructure,metric,9870,user9870,regular,no attack,false positive
infrastructure,log,9870,user9870,regular,no attack,false positive
infrastructure,trace,9870,user9870,regular,no attack,false positive
infrastructure,metric,9306,user9306,regular,no attack,false positive
infrastructure,log,9306,user9306,regular,no attack,false positive
infrastructure,trace,9306,user9306,regular,no attack,false positive
business,metric,8597,user8597,malicious,attack 1,false positive
business,log,8597,user8597,malicious,attack 1,true positive
business,trace,8597,user8597,malicious,attack 1,false positive
infrastructure,metric,6701,user6701,regular,no attack,false positive
infrastructure,log,6701,user6701,regular,no attack,false positive
infrastructure,trace,6701,user6701,regular,no attack,false positive
business,metric,8793,user8793,malicious,attack 1,false positive
business,log,8793,user8793,malicious,attack 1,true positive
business,trace,8793,user8793,malicious,attack 1,false positive
infrastructure,metric,8909,user8909,malicious,attack 1,false positive
infrastructure,log,8909,user8909,malicious,attack 1,true positive
infrastructure,trace,8909,user8909,malicious,attack 1,false positive
infrastructure,metric,8258,user8258,regular,no attack,false positive
infrastructure,log,8258,user8258,regular,no attack,false positive
infrastructure,trace,8258,user8258,regular,no attack,false positive
infrastructure,metric,9268,user9268,malicious,attack 2,false positive
infrastructure,log,9268,user9268,malicious,attack 2,false positive
infrastructure,trace,9268,user9268,malicious,attack 2,true positive
infrastructure,metric,8500,user8500,malicious,attack 1,false positive
infrastructure,log,8500,user8500,malicious,attack 1,true positive
infrastructure,trace,8500,user8500,malicious,attack 1,false positive
