business,trace,9391,user9391,malicious,attack 2,true positive
business,log,5655,user5655,malicious,attack 1,true positive
infrastructure,trace,4349,user4349,malicious,attack 2,true positive
business,trace,8044,user8044,malicious,attack 2,true positive
business,ignoring,4493,user4493,regular,no attack,true negative
infrastructure,ignoring,7489,user7489,regular,no attack,true negative
infrastructure,trace,1988,user1988,malicious,attack 2,true positive
business,ignoring,3844,user3844,regular,no attack,true negative
business,trace,8880,user8880,malicious,attack 2,true positive
business,ignoring,4501,user4501,regular,no attack,true negative
infrastructure,ignoring,4468,user4468,regular,no attack,true negative
infrastructure,log,3989,user3989,malicious,attack 1,true positive
infrastructure,ignoring,479,user479,regular,no attack,true negative
infrastructure,ignoring,5207,user5207,regular,no attack,true negative
business,log,7510,user7510,malicious,attack 1,true positive
infrastructure,log,5370,user5370,malicious,attack 1,true positive
business,trace,8238,user8238,malicious,attack 2,true positive
infrastructure,trace,1488,user1488,malicious,attack 2,true positive
business,trace,6317,user6317,malicious,attack 2,true positive
infrastructure,log,284,user284,malicious,attack 1,true positive
infrastructure,ignoring,6387,user6387,regular,no attack,true negative
business,log,8722,user8722,malicious,attack 1,true positive
business,ignoring,5276,user5276,regular,no attack,true negative
business,ignoring,4791,user4791,regular,no attack,true negative
business,trace,836,user836,malicious,attack 2,true positive
infrastructure,log,9996,user9996,malicious,attack 1,true positive
business,trace,8090,user8090,malicious,attack 2,true positive
business,log,6809,user6809,malicious,attack 1,true positive
infrastructure,log,2676,user2676,malicious,attack 1,true positive
infrastructure,ignoring,8849,user8849,regular,no attack,true negative
business,ignoring,4316,user4316,regular,no attack,true negative
business,trace,7342,user7342,malicious,attack 2,true positive
infrastructure,ignoring,163,user163,regular,no attack,true negative
infrastructure,ignoring,7825,user7825,regular,no attack,true negative
business,ignoring,809,user809,regular,no attack,true negative
business,log,5863,user5863,malicious,attack 1,true positive
infrastructure,ignoring,4479,user4479,regular,no attack,true negative
business,log,9679,user9679,malicious,attack 1,true positive
infrastructure,log,2861,user2861,malicious,attack 1,true positive
infrastructure,ignoring,3932,user3932,regular,no attack,true negative
infrastructure,ignoring,5364,user5364,regular,no attack,true negative
infrastructure,log,9180,user9180,malicious,attack 1,true positive
infrastructure,log,2464,user2464,malicious,attack 1,true positive
business,log,5115,user5115,malicious,attack 1,true positive
infrastructure,trace,6290,user6290,malicious,attack 2,true positive
business,ignoring,2593,user2593,regular,no attack,true negative
infrastructure,trace,741,user741,malicious,attack 2,true positive
infrastructure,log,7602,user7602,malicious,attack 1,true positive
infrastructure,log,1078,user1078,malicious,attack 1,true positive
infrastructure,ignoring,5029,user5029,regular,no attack,true negative
infrastructure,trace,8963,user8963,malicious,attack 2,true positive
business,ignoring,5538,user5538,regular,no attack,true negative
infrastructure,trace,3329,user3329,malicious,attack 2,true positive
infrastructure,trace,2369,user2369,malicious,attack 2,true positive
business,log,5961,user5961,malicious,attack 1,true positive
business,trace,9693,user9693,malicious,attack 2,true positive
business,log,2338,user2338,malicious,attack 1,true positive
infrastructure,log,4350,user4350,malicious,attack 1,true positive
infrastructure,ignoring,1006,user1006,regular,no attack,true negative
business,trace,9095,user9095,malicious,attack 2,true positive
business,log,3872,user3872,malicious,attack 1,true positive
infrastructure,log,7918,user7918,malicious,attack 1,true positive
infrastructure,log,720,user720,malicious,attack 1,true positive
business,ignoring,2656,user2656,regular,no attack,true negative
infrastructure,trace,3897,user3897,malicious,attack 2,true positive
infrastructure,ignoring,8448,user8448,regular,no attack,true negative
infrastructure,trace,7686,user7686,malicious,attack 2,true positive
business,trace,5998,user5998,malicious,attack 2,true positive
infrastructure,log,3442,user3442,malicious,attack 1,true positive
business,trace,1710,user1710,malicious,attack 2,true positive
business,ignoring,4986,user4986,regular,no attack,true negative
business,log,4567,user4567,malicious,attack 1,true positive
infrastructure,trace,8742,user8742,malicious,attack 2,true positive
business,ignoring,8741,user8741,regular,no attack,true negative
business,log,7187,user7187,malicious,attack 1,true positive
infrastructure,ignoring,5900,user5900,regular,no attack,true negative
infrastructure,log,9270,user9270,malicious,attack 1,true positive
business,ignoring,1230,user1230,regular,no attack,true negative
business,ignoring,8161,user8161,regular,no attack,true negative
business,log,6117,user6117,malicious,attack 1,true positive
infrastructure,trace,6112,user6112,malicious,attack 2,true positive
business,trace,7442,user7442,malicious,attack 2,true positive
business,log,86,user86,malicious,attack 1,true positive
infrastructure,trace,5340,user5340,malicious,attack 2,true positive
infrastructure,log,3915,user3915,malicious,attack 1,true positive
infrastructure,trace,1554,user1554,malicious,attack 2,true positive
business,ignoring,9028,user9028,regular,no attack,true negative
business,log,6578,user6578,malicious,attack 1,true positive
business,trace,3429,user3429,malicious,attack 2,true positive
business,ignoring,6699,user6699,regular,no attack,true negative
infrastructure,trace,7015,user7015,malicious,attack 2,true positive
infrastructure,trace,2789,user2789,malicious,attack 2,true positive
infrastructure,trace,9860,user9860,malicious,attack 2,true positive
business,log,5958,user5958,malicious,attack 1,true positive
business,ignoring,92,user92,regular,no attack,true negative
infrastructure,log,1293,user1293,malicious,attack 1,true positive
business,trace,8566,user8566,malicious,attack 2,true positive
business,trace,5355,user5355,malicious,attack 2,true positive
business,trace,254,user254,malicious,attack 2,true positive
business,log,7545,user7545,malicious,attack 1,true positive
business,ignoring,4984,user4984,regular,no attack,true negative
business,log,4369,user4369,malicious,attack 1,true positive
infrastructure,log,4579,user4579,malicious,attack 1,true positive
infrastructure,trace,3599,user3599,malicious,attack 2,true positive
business,log,6620,user6620,malicious,attack 1,true positive
business,log,6999,user6999,malicious,attack 1,true positive
business,ignoring,412,user412,regular,no attack,true negative
infrastructure,ignoring,8699,user8699,regular,no attack,true negative
business,trace,5008,user5008,malicious,attack 2,true positive
infrastructure,log,216,user216,malicious,attack 1,true positive
business,log,7148,user7148,malicious,attack 1,true positive
business,ignoring,2148,user2148,regular,no attack,true negative
infrastructure,trace,626,user626,malicious,attack 2,true positive
infrastructure,log,2227,user2227,malicious,attack 1,true positive
business,trace,6442,user6442,malicious,attack 2,true positive
business,trace,6372,user6372,malicious,attack 2,true positive
infrastructure,ignoring,9193,user9193,regular,no attack,true negative
infrastructure,trace,1908,user1908,malicious,attack 2,true positive
infrastructure,log,8314,user8314,malicious,attack 1,true positive
infrastructure,trace,1302,user1302,malicious,attack 2,true positive
infrastructure,log,132,user132,malicious,attack 1,true positive
business,log,3026,user3026,malicious,attack 1,true positive
infrastructure,trace,8497,user8497,malicious,attack 2,true positive
infrastructure,ignoring,4501,user4501,regular,no attack,true negative
infrastructure,ignoring,3994,user3994,regular,no attack,true negative
infrastructure,ignoring,5493,user5493,regular,no attack,true negative
business,ignoring,4336,user4336,regular,no attack,true negative
business,log,9621,user9621,malicious,attack 1,true positive
business,log,1676,user1676,malicious,attack 1,true positive
infrastructure,trace,3253,user3253,malicious,attack 2,true positive
infrastructure,trace,2712,user2712,malicious,attack 2,true positive
business,trace,4386,user4386,malicious,attack 2,true positive
business,log,2703,user2703,malicious,attack 1,true positive
business,log,5512,user5512,malicious,attack 1,true positive
infrastructure,log,715,user715,malicious,attack 1,true positive
infrastructure,log,3309,user3309,malicious,attack 1,true positive
business,log,3141,user3141,malicious,attack 1,true positive
infrastructure,log,471,user471,malicious,attack 1,true positive
business,trace,834,user834,malicious,attack 2,true positive
infrastructure,trace,9389,user9389,malicious,attack 2,true positive
business,trace,6200,user6200,malicious,attack 2,true positive
business,trace,3199,user3199,malicious,attack 2,true positive
infrastructure,trace,6059,user6059,malicious,attack 2,true positive
business,trace,2554,user2554,malicious,attack 2,true positive
infrastructure,ignoring,1936,user1936,regular,no attack,true negative
business,log,617,user617,malicious,attack 1,true positive
business,ignoring,2144,user2144,regular,no attack,true negative
infrastructure,log,5361,user5361,malicious,attack 1,true positive
infrastructure,trace,1233,user1233,malicious,attack 2,true positive
infrastructure,trace,6907,user6907,malicious,attack 2,true positive
business,log,9352,user9352,malicious,attack 1,true positive
business,trace,3208,user3208,malicious,attack 2,true positive
business,trace,9799,user9799,malicious,attack 2,true positive
infrastructure,ignoring,9466,user9466,regular,no attack,true negative
infrastructure,log,5381,user5381,malicious,attack 1,true positive
infrastructure,log,8250,user8250,malicious,attack 1,true positive
infrastructure,log,3689,user3689,malicious,attack 1,true positive
infrastructure,trace,6907,user6907,malicious,attack 2,true positive
business,ignoring,4522,user4522,regular,no attack,true negative
infrastructure,trace,900,user900,malicious,attack 2,true positive
infrastructure,trace,8997,user8997,malicious,attack 2,true positive
business,ignoring,2859,user2859,regular,no attack,true negative
infrastructure,trace,6941,user6941,malicious,attack 2,true positive
business,log,2138,user2138,malicious,attack 1,true positive
business,log,8172,user8172,malicious,attack 1,true positive
infrastructure,log,8937,user8937,malicious,attack 1,true positive
infrastructure,log,2500,user2500,malicious,attack 1,true positive
infrastructure,ignoring,5840,user5840,regular,no attack,true negative
infrastructure,trace,2970,user2970,malicious,attack 2,true positive
business,log,3538,user3538,malicious,attack 1,true positive
infrastructure,ignoring,5052,user5052,regular,no attack,true negative
business,log,744,user744,malicious,attack 1,true positive
business,trace,3201,user3201,malicious,attack 2,true positive
infrastructure,trace,4032,user4032,malicious,attack 2,true positive
infrastructure,trace,2976,user2976,malicious,attack 2,true positive
business,trace,3054,user3054,malicious,attack 2,true positive
infrastructure,log,8090,user8090,malicious,attack 1,true positive
infrastructure,trace,2271,user2271,malicious,attack 2,true positive
infrastructure,log,4355,user4355,malicious,attack 1,true positive
business,log,9536,user9536,malicious,attack 1,true positive
infrastructure,ignoring,6440,user6440,regular,no attack,true negative
infrastructure,log,6346,user6346,malicious,attack 1,true positive
business,ignoring,5101,user5101,regular,no attack,true negative
business,trace,2630,user2630,malicious,attack 2,true positive
business,log,7537,user7537,malicious,attack 1,true positive
infrastructure,log,3210,user3210,malicious,attack 1,true positive
business,trace,168,user168,malicious,attack 2,true positive
infrastructure,ignoring,628,user628,regular,no attack,true negative
infrastructure,trace,6059,user6059,malicious,attack 2,true positive
business,log,6850,user6850,malicious,attack 1,true positive
business,trace,2881,user2881,malicious,attack 2,true positive
business,trace,7176,user7176,malicious,attack 2,true positive
infrastructure,log,3743,user3743,malicious,attack 1,true positive
business,trace,8690,user8690,malicious,attack 2,true positive
infrastructure,trace,8471,user8471,malicious,attack 2,true positive
business,trace,3674,user3674,malicious,attack 2,true positive
business,trace,3995,user3995,malicious,attack 2,true positive
infrastructure,log,3098,user3098,malicious,attack 1,true positive
business,log,1898,user1898,malicious,attack 1,true positive
infrastructure,log,4226,user4226,malicious,attack 1,true positive
infrastructure,ignoring,7276,user7276,regular,no attack,true negative
infrastructure,trace,9441,user9441,malicious,attack 2,true positive
infrastructure,log,6829,user6829,malicious,attack 1,true positive
business,ignoring,4510,user4510,regular,no attack,true negative
business,ignoring,2244,user2244,regular,no attack,true negative
business,ignoring,2453,user2453,regular,no attack,true negative
business,trace,2188,user2188,malicious,attack 2,true positive
business,trace,1308,user1308,malicious,attack 2,true positive
infrastructure,trace,3726,user3726,malicious,attack 2,true positive
infrastructure,log,4542,user4542,malicious,attack 1,true positive
infrastructure,log,7838,user7838,malicious,attack 1,true positive
business,log,9989,user9989,malicious,attack 1,true positive
business,log,4271,user4271,malicious,attack 1,true positive
business,trace,7002,user7002,malicious,attack 2,true positive
business,log,804,user804,malicious,attack 1,true positive
business,log,8151,user8151,malicious,attack 1,true positive
infrastructure,trace,9670,user9670,malicious,attack 2,true positive
infrastructure,log,2018,user2018,malicious,attack 1,true positive
business,trace,484,user484,malicious,attack 2,true positive
business,trace,8833,user8833,malicious,attack 2,true positive
business,ignoring,9466,user9466,regular,no attack,true negative
business,log,4226,user4226,malicious,attack 1,true positive
business,ignoring,9869,user9869,regular,no attack,true negative
infrastructure,log,3908,user3908,malicious,attack 1,true positive
business,ignoring,4480,user4480,regular,no attack,true negative
business,log,6297,user6297,malicious,attack 1,true positive
infrastructure,trace,6804,user6804,malicious,attack 2,true positive
