business,log,9022,user9022,malicious,attack 1,true positive
business,log,8410,user8410,malicious,attack 1,true positive
infrastructure,log,9597,user9597,malicious,attack 1,true positive
infrastructure,trace,5311,user5311,malicious,attack 2,true positive
infrastructure,log,6786,user6786,malicious,attack 1,true positive
business,ignoring,3880,user3880,regular,no attack,true negative
infrastructure,log,2663,user2663,malicious,attack 1,true positive
business,log,7686,user7686,malicious,attack 1,true positive
infrastructure,log,1443,user1443,malicious,attack 1,true positive
business,trace,1276,user1276,malicious,attack 2,true positive
infrastructure,ignoring,1182,user1182,regular,no attack,true negative
business,log,7910,user7910,malicious,attack 1,true positive
business,trace,6105,user6105,malicious,attack 2,true positive
infrastructure,ignoring,6335,user6335,regular,no attack,true negative
infrastructure,trace,3199,user3199,malicious,attack 2,true positive
infrastructure,ignoring,4438,user4438,regular,no attack,true negative
business,log,3141,user3141,malicious,attack 1,true positive
business,log,8889,user8889,malicious,attack 1,true positive
business,ignoring,4889,user4889,regular,no attack,true negative
business,log,6603,user6603,malicious,attack 1,true positive
infrastructure,trace,3394,user3394,malicious,attack 2,true positive
business,trace,1154,user1154,malicious,attack 2,true positive
infrastructure,ignoring,1922,user1922,regular,no attack,true negative
infrastructure,trace,7877,user7877,malicious,attack 2,true positive
infrastructure,ignoring,5992,user5992,regular,no attack,true negative
business,trace,955,user955,malicious,attack 2,true positive
business,log,7609,user7609,malicious,attack 1,true positive
business,ignoring,5899,user5899,regular,no attack,true negative
infrastructure,log,4629,user4629,malicious,attack 1,true positive
infrastructure,ignoring,5335,user5335,regular,no attack,true negative
business,ignoring,4828,user4828,regular,no attack,true negative
infrastructure,log,4633,user4633,malicious,attack 1,true positive
business,log,4003,user4003,malicious,attack 1,true positive
business,trace,6131,user6131,malicious,attack 2,true positive
infrastructure,trace,1930,user1930,malicious,attack 2,true positive
infrastructure,log,135,user135,malicious,attack 1,true positive
infrastructure,trace,6968,user6968,malicious,attack 2,true positive
business,trace,1820,user1820,malicious,attack 2,true positive
infrastructure,ignoring,3680,user3680,regular,no attack,true negative
business,ignoring,3168,user3168,regular,no attack,true negative
infrastructure,log,978,user978,malicious,attack 1,true positive
business,trace,2556,user2556,malicious,attack 2,true positive
business,ignoring,7123,user7123,regular,no attack,true negative
business,log,2589,user2589,malicious,attack 1,true positive
business,ignoring,845,user845,regular,no attack,true negative
business,trace,1765,user1765,malicious,attack 2,true positive
business,ignoring,5676,user5676,regular,no attack,true negative
business,trace,1870,user1870,malicious,attack 2,true positive
business,trace,5497,user5497,malicious,attack 2,true positive
business,log,9388,user9388,malicious,attack 1,true positive
business,log,8824,user8824,malicious,attack 1,true positive
business,ignoring,7145,user7145,regular,no attack,true negative
business,log,912,user912,malicious,attack 1,true positive
business,trace,2382,user2382,malicious,attack 2,true positive
business,trace,7663,user7663,malicious,attack 2,true positive
infrastructure,log,7230,user7230,malicious,attack 1,true positive
infrastructure,log,812,user812,malicious,attack 1,true positive
infrastructure,ignoring,3225,user3225,regular,no attack,true negative
business,log,7160,user7160,malicious,attack 1,true positive
business,ignoring,7348,user7348,regular,no attack,true negative
infrastructure,trace,8530,user8530,malicious,attack 2,true positive
infrastructure,log,1286,user1286,malicious,attack 1,true positive
infrastructure,ignoring,7291,user7291,regular,no attack,true negative
business,trace,204,user204,malicious,attack 2,true positive
infrastructure,ignoring,2843,user2843,regular,no attack,true negative
infrastructure,log,7519,user7519,malicious,attack 1,true positive
business,ignoring,4100,user4100,regular,no attack,true negative
business,log,9229,user9229,malicious,attack 1,true positive
business,log,1674,user1674,malicious,attack 1,true positive
infrastructure,log,1748,user1748,malicious,attack 1,true positive
infrastructure,ignoring,3698,user3698,regular,no attack,true negative
infrastructure,trace,5357,user5357,malicious,attack 2,true positive
business,trace,6753,user6753,malicious,attack 2,true positive
infrastructure,ignoring,998,user998,regular,no attack,true negative
infrastructure,ignoring,6506,user6506,regular,no attack,true negative
infrastructure,ignoring,1647,user1647,regular,no attack,true negative
infrastructure,ignoring,563,user563,regular,no attack,true negative
infrastructure,log,3543,user3543,malicious,attack 1,true positive
infrastructure,log,5506,user5506,malicious,attack 1,true positive
business,ignoring,1501,user1501,regular,no attack,true negative
infrastructure,log,8250,user8250,malicious,attack 1,true positive
business,trace,1729,user1729,malicious,attack 2,true positive
infrastructure,ignoring,5942,user5942,regular,no attack,true negative
infrastructure,log,5341,user5341,malicious,attack 1,true positive
business,ignoring,1730,user1730,regular,no attack,true negative
infrastructure,log,9778,user9778,malicious,attack 1,true positive
infrastructure,trace,8507,user8507,malicious,attack 2,true positive
business,log,9769,user9769,malicious,attack 1,true positive
business,trace,4180,user4180,malicious,attack 2,true positive
infrastructure,trace,7683,user7683,malicious,attack 2,true positive
business,log,9324,user9324,malicious,attack 1,true positive
business,log,2334,user2334,malicious,attack 1,true positive
business,ignoring,4507,user4507,regular,no attack,true negative
infrastructure,trace,2712,user2712,malicious,attack 2,true positive
business,trace,7914,user7914,malicious,attack 2,true positive
business,trace,74,user74,malicious,attack 2,true positive
business,ignoring,5367,user5367,regular,no attack,true negative
infrastructure,trace,7773,user7773,malicious,attack 2,true positive
business,trace,5142,user5142,malicious,attack 2,true positive
business,log,8228,user8228,malicious,attack 1,true positive
infrastructure,log,9217,user9217,malicious,attack 1,true positive
business,log,143,user143,malicious,attack 1,true positive
infrastructure,trace,4488,user4488,malicious,attack 2,true positive
business,log,2301,user2301,malicious,attack 1,true positive
business,trace,7757,user7757,malicious,attack 2,true positive
infrastructure,log,1797,user1797,malicious,attack 1,true positive
