business,trace,69,user69,regular,no attack,false positive
business,log,60,user60,regular,no attack,false positive
business,trace,37,user37,malicious,attack 1,false positive
infrastructure,trace,93,user93,regular,no attack,false positive
business,trace,78,user78,malicious,attack 2,true positive
infrastructure,log,85,user85,malicious,attack 2,false positive
business,trace,69,user69,regular,no attack,false positive
infrastructure,trace,66,user66,regular,no attack,false positive
business,trace,57,user57,malicious,attack 1,false positive
infrastructure,trace,81,user81,malicious,attack 2,true positive
business,log,16,user16,regular,no attack,false positive
business,log,29,user29,regular,no attack,false positive
infrastructure,trace,59,user59,malicious,attack 2,true positive
infrastructure,log,71,user71,regular,no attack,false positive
infrastructure,trace,73,user73,regular,no attack,false positive
business,log,8,user8,malicious,attack 2,false positive
infrastructure,log,80,user80,regular,no attack,false positive
business,log,66,user66,regular,no attack,false positive
business,trace,8,user8,malicious,attack 2,true positive
infrastructure,trace,69,user69,regular,no attack,false positive
business,log,52,user52,regular,no attack,false positive
business,trace,11,user11,malicious,attack 2,true positive
infrastructure,trace,8,user8,malicious,attack 1,false positive
business,log,8,user8,malicious,attack 2,false positive
business,log,26,user26,malicious,attack 2,false positive
business,log,56,user56,regular,no attack,false positive
infrastructure,trace,11,user11,malicious,attack 2,true positive
infrastructure,log,24,user24,malicious,attack 1,true positive
infrastructure,log,27,user27,regular,no attack,false positive
infrastructure,log,40,user40,regular,no attack,false positive
infrastructure,log,73,user73,regular,no attack,false positive
infrastructure,log,19,user19,malicious,attack 2,false positive
infrastructure,trace,90,user90,malicious,attack 1,false positive
infrastructure,log,1,user1,malicious,attack 1,true positive
business,trace,14,user14,malicious,attack 1,false positive
infrastructure,trace,74,user74,malicious,attack 1,false positive
business,log,37,user37,malicious,attack 2,false positive
business,trace,10,user10,malicious,attack 2,true positive
business,log,86,user86,regular,no attack,false positive
infrastructure,trace,9,user9,regular,no attack,false positive
infrastructure,trace,77,user77,malicious,attack 1,false positive
business,log,71,user71,regular,no attack,false positive
business,log,57,user57,malicious,attack 1,true positive
business,log,14,user14,malicious,attack 1,true positive
business,log,44,user44,malicious,attack 2,false positive
business,log,92,user92,malicious,attack 1,true positive
business,log,14,user14,malicious,attack 2,false positive
infrastructure,trace,22,user22,malicious,attack 1,false positive
business,trace,3,user3,malicious,attack 2,true positive
business,log,52,user52,regular,no attack,false positive
business,log,3,user3,malicious,attack 2,false positive
infrastructure,trace,12,user12,regular,no attack,false positive
business,trace,20,user20,regular,no attack,false positive
business,log,78,user78,malicious,attack 2,false positive
infrastructure,trace,64,user64,malicious,attack 1,false positive
infrastructure,trace,46,user46,malicious,attack 2,true positive
infrastructure,log,29,user29,regular,no attack,false positive
infrastructure,trace,65,user65,regular,no attack,false positive
business,trace,100,user100,malicious,attack 2,true positive
business,log,62,user62,malicious,attack 1,true positive
infrastructure,trace,55,user55,malicious,attack 1,false positive
infrastructure,trace,37,user37,malicious,attack 2,true positive
infrastructure,log,100,user100,malicious,attack 1,true positive
infrastructure,trace,33,user33,malicious,attack 2,true positive
infrastructure,trace,38,user38,regular,no attack,false positive
business,log,27,user27,regular,no attack,false positive
business,log,82,user82,regular,no attack,false positive
infrastructure,log,60,user60,regular,no attack,false positive
business,trace,62,user62,malicious,attack 1,false positive
business,log,54,user54,regular,no attack,false positive
infrastructure,log,11,user11,malicious,attack 2,false positive
infrastructure,log,88,user88,regular,no attack,false positive
business,log,89,user89,malicious,attack 1,true positive
business,trace,88,user88,regular,no attack,false positive
infrastructure,log,93,user93,regular,no attack,false positive
business,trace,51,user51,malicious,attack 1,false positive
infrastructure,log,59,user59,malicious,attack 2,false positive
infrastructure,log,50,user50,malicious,attack 2,false positive
business,log,63,user63,malicious,attack 2,false positive
business,log,55,user55,malicious,attack 1,true positive
business,log,61,user61,regular,no attack,false positive
business,log,2,user2,regular,no attack,false positive
business,log,67,user67,regular,no attack,false positive
infrastructure,log,29,user29,regular,no attack,false positive
infrastructure,log,45,user45,regular,no attack,false positive
infrastructure,trace,25,user25,malicious,attack 2,true positive
business,log,75,user75,malicious,attack 2,false positive
business,trace,16,user16,regular,no attack,false positive
business,log,10,user10,malicious,attack 1,true positive
business,log,50,user50,malicious,attack 1,true positive
infrastructure,trace,77,user77,malicious,attack 2,true positive
business,trace,13,user13,regular,no attack,false positive
infrastructure,trace,46,user46,malicious,attack 2,true positive
business,trace,79,user79,malicious,attack 1,false positive
business,trace,57,user57,malicious,attack 2,true positive
business,trace,17,user17,regular,no attack,false positive
infrastructure,log,21,user21,regular,no attack,false positive
infrastructure,log,7,user7,regular,no attack,false positive
infrastructure,log,40,user40,regular,no attack,false positive
business,log,95,user95,malicious,attack 1,true positive
